Proxy,Port,Country,Organization,latency
46.8.70.161,8443,FI,CGI GLOBAL LIMITED,751ms
14.54.26.190,30479,KR,Korea Telecom,626ms
46.8.71.32,8443,FI,CGI GLOBAL LIMITED,774ms
46.8.71.206,8443,FI,CGI GLOBAL LIMITED,785ms
14.54.26.190,10051,KR,Korea Telecom,637ms
46.8.71.32,2053,FI,CGI GLOBAL LIMITED,784ms
14.54.26.190,12155,KR,Korea Telecom,652ms
46.8.70.89,443,FI,CGI GLOBAL LIMITED,784ms
14.54.26.190,12349,KR,Korea Telecom,685ms
14.54.26.190,12139,KR,Korea Telecom,686ms
14.54.26.190,30700,KR,Korea Telecom,699ms
14.54.26.190,21282,KR,Korea Telecom,804ms
14.54.26.190,12101,KR,Korea Telecom,791ms
14.54.26.190,12492,KR,Korea Telecom,800ms
14.54.26.190,10302,KR,Korea Telecom,803ms
14.54.26.190,12432,KR,Korea Telecom,834ms
47.236.119.190,51342,SG,Alibaba Cloud LLC,241ms
47.130.35.116,8888,SG,Amazon Data Services Singapore,247ms
47.236.181.185,8443,SG,Alibaba Cloud LLC,248ms
47.236.19.88,443,SG,Alibaba Cloud LLC,279ms
14.54.26.190,14265,KR,Korea Telecom,1087ms
46.8.71.58,2053,FI,CGI GLOBAL LIMITED,701ms
46.8.71.93,443,FI,CGI GLOBAL LIMITED,709ms
46.8.71.206,2053,FI,CGI GLOBAL LIMITED,726ms
46.8.70.178,2053,FI,CGI GLOBAL LIMITED,739ms
46.8.71.70,443,FI,CGI GLOBAL LIMITED,746ms
91.103.252.105,2053,DE,Aeza International LTD,677ms
91.103.252.157,2053,DE,Aeza International LTD,682ms
91.103.252.172,2053,DE,Aeza International LTD,677ms
91.103.252.157,8443,DE,Aeza International LTD,696ms
91.103.252.64,443,DE,Aeza International LTD,688ms
91.103.252.162,443,NL,Aeza International LTD,726ms
91.103.252.201,8443,DE,Aeza International LTD,717ms
91.103.252.177,2053,DE,Aeza International LTD,726ms
91.103.252.105,443,NL,Aeza International LTD,765ms
91.103.252.201,2053,DE,Aeza International LTD,740ms
91.103.140.77,2053,FI,Aeza International LTD,799ms
91.103.140.89,2053,FI,Aeza International LTD,804ms
91.103.140.210,2053,FI,Aeza International LTD,781ms
91.103.140.221,8443,FI,Aeza International LTD,790ms
91.103.140.175,2053,FI,Aeza International LTD,830ms
91.103.140.5,2053,FI,Aeza International LTD,818ms
91.103.140.204,2053,FI,Aeza International LTD,822ms
91.103.253.103,8443,DE,Aeza International LTD,732ms
91.103.253.157,8443,DE,Aeza International LTD,731ms
91.103.253.142,443,DE,Aeza International LTD,737ms
91.103.253.157,2053,DE,Aeza International LTD,767ms
91.103.253.162,2053,DE,Aeza International LTD,766ms
91.103.253.149,2053,DE,Aeza International LTD,778ms
91.103.253.117,8443,DE,Aeza International LTD,979ms
91.103.253.97,8443,DE,Aeza International LTD,965ms
91.103.252.80,443,GB,Aeza International LTD,1101ms
91.103.253.209,8443,DE,Aeza International LTD,1269ms
140.235.37.81,443,JP,Sunoaki Network Customer,368ms
140.238.1.241,443,KR,Oracle Public Cloud,366ms
14.6.218.47,24442,KR,DACOM-PUBNETPLUS,386ms
14.56.64.67,50003,KR,Korea Telecom,421ms
14.56.64.67,30021,KR,Korea Telecom,534ms
14.56.80.32,12169,KR,Korea Telecom,547ms
14.63.60.134,50000,KR,Korea Telecom,530ms
14.63.60.134,50001,KR,Korea Telecom,538ms
14.56.91.41,12370,KR,Korea Telecom,556ms
14.56.80.32,12268,KR,Korea Telecom,563ms
14.56.254.181,50000,KR,Korea Telecom,568ms
14.56.91.41,21259,KR,Korea Telecom,562ms
14.56.91.41,21935,KR,Korea Telecom,561ms
14.56.91.41,30007,KR,Korea Telecom,557ms
14.56.91.41,21002,KR,Korea Telecom,562ms
14.56.91.41,19082,KR,Korea Telecom,565ms
91.103.253.209,2053,DE,Aeza International LTD,1496ms
140.228.71.46,443,GB,Hyperoptic Ltd,736ms
14.56.91.41,12586,KR,Korea Telecom,842ms
91.103.253.57,2053,DE,Aeza International LTD,1850ms
91.103.253.70,2053,DE,Aeza International LTD,1880ms
91.103.253.117,2053,DE,Aeza International LTD,1900ms
91.103.253.162,8443,RU,Aeza International LTD,1920ms
14.56.91.41,12444,KR,Korea Telecom,1040ms
91.103.140.48,8443,FI,Aeza International LTD,1985ms
47.238.226.62,58009,HK,Alibaba Cloud LLC,285ms
140.238.2.81,587,KR,Oracle Public Cloud,421ms
140.238.18.231,18888,KR,Oracle Public Cloud,445ms
140.238.38.81,587,JP,Cloudflare London LLC,522ms
140.238.62.82,1443,JP,Oracle Public Cloud,522ms
140.238.215.37,8080,CH,Oracle Public Cloud,617ms
91.103.253.97,2053,DE,Aeza International LTD,663ms
91.107.128.233,2053,DE,Hetzner Online GmbH,668ms
91.107.128.233,8443,DE,Hetzner Online GmbH,683ms
91.107.131.10,14362,DE,Hetzner Online GmbH,692ms
91.107.132.190,2020,DE,Hetzner Online GmbH,697ms
91.107.129.178,2096,DE,Hetzner Online GmbH,719ms
91.107.129.66,8443,DE,Hetzner Online GmbH,711ms
91.107.132.113,8443,DE,Hetzner Online GmbH,733ms
91.107.132.113,443,DE,Hetzner Online GmbH,750ms
91.107.129.178,2082,DE,Hetzner Online GmbH,764ms
91.107.131.48,2052,DE,Hetzner Online GmbH,753ms
91.107.132.197,2053,DE,Hetzner Online GmbH,763ms
91.107.132.197,8443,DE,Hetzner Online GmbH,773ms
140.238.225.218,80,IN,Cloudflare London LLC,1370ms
91.107.132.155,2087,DE,Hetzner Online GmbH,655ms
91.107.133.41,2087,DE,Hetzner Online GmbH,741ms
91.107.134.254,36521,DE,Hetzner Online GmbH,741ms
91.107.134.254,45603,DE,Hetzner Online GmbH,740ms
91.107.134.254,49222,DE,Hetzner Online GmbH,744ms
91.107.132.113,2087,DE,Hetzner Online GmbH,759ms
91.107.137.187,2053,DE,Hetzner Online GmbH,760ms
91.107.137.187,8443,DE,Hetzner Online GmbH,784ms
91.107.132.54,2053,DE,Hetzner Online GmbH,801ms
91.107.132.54,8443,DE,Hetzner Online GmbH,815ms
91.107.134.186,2083,DE,Hetzner Online GmbH,807ms
140.245.65.122,443,KR,Oracle Corporation,606ms
140.82.38.208,2053,DE,Vultr Holdings LLC,621ms
140.82.38.208,8443,DE,Vultr Holdings LLC,628ms
140.82.21.227,3533,US,Vultr Holdings LLC,725ms
141.11.149.195,12082,HK,AKILE LTD,294ms
141.11.148.60,8080,HK,AKILE LTD,303ms
141.11.91.67,8080,HK,Tusker Technologies Pty Ltd,290ms
141.11.77.248,8080,HK,AKILE LTD,298ms
141.11.78.77,8080,HK,AKILE LTD,313ms
141.11.86.109,8080,TW,AKILE LTD,344ms
140.83.60.81,18443,JP,imported inetnum object for OCPL-1,410ms
140.83.57.86,54322,JP,imported inetnum object for OCPL-1,497ms
141.11.182.146,2030,NL,RACK400.com - Netherlands Infrastructure,673ms
141.11.184.158,8443,NL,RACK400.com - Netherlands Infrastructure,690ms
141.147.144.246,8080,JP,Oracle Corporation,377ms
141.147.144.15,13357,JP,Oracle Corporation,421ms
141.147.147.180,443,JP,Oracle Corporation,419ms
141.147.183.49,29876,JP,Oracle Corporation,491ms
141.147.185.15,443,JP,Oracle Corporation,507ms
141.147.185.63,443,JP,Oracle Corporation,507ms
141.147.114.60,443,GB,Oracle Corporation,659ms
141.147.106.18,10086,GB,Oracle Corporation,726ms
141.145.206.181,8080,FR,Oracle Corporation,734ms
141.11.95.10,18443,US,Virtual Machine Solutions LLC,799ms
141.11.89.128,443,US,Virtual Machine Solutions LLC,1016ms
141.147.85.167,8443,GB,Oracle Corporation,695ms
141.147.92.143,8443,GB,Oracle Corporation,707ms
141.148.181.105,38945,US,Oracle Corporation,848ms
141.148.164.46,57239,US,Oracle Corporation,857ms
141.148.181.76,20005,US,Oracle Corporation,861ms
141.148.187.195,443,US,Oracle Corporation,911ms
47.240.20.7,3445,HK,Alibaba Cloud - HK,400ms
47.239.27.174,5534,HK,Alibaba Cloud LLC,412ms
47.240.15.210,4432,HK,Alibaba Cloud - HK,411ms
47.242.169.69,52721,HK,Alibaba Cloud LLC,418ms
141.148.209.227,8080,IN,Oracle Corporation,1265ms
141.94.206.222,8443,FR,OVH SAS,632ms
141.94.205.129,2053,FR,OVH SAS,643ms
141.94.204.144,8443,FR,OVH SAS,721ms
141.94.204.212,8443,FR,OVH SAS,722ms
141.94.204.200,8443,FR,OVH SAS,729ms
141.94.220.168,2053,FR,OVH SAS,726ms
141.94.207.153,8443,FR,OVH SAS,736ms
141.94.204.144,2053,FR,OVH SAS,740ms
141.94.206.222,2053,FR,OVH SAS,750ms
141.94.207.7,2053,FR,OVH SAS,741ms
141.94.206.26,8443,FR,OVH SAS,750ms
141.94.206.4,2053,FR,OVH SAS,753ms
141.94.206.26,2053,FR,OVH SAS,758ms
141.94.207.153,2053,FR,OVH SAS,756ms
141.94.204.143,2053,FR,OVH SAS,767ms
141.94.204.206,2053,FR,OVH SAS,759ms
141.94.205.129,8443,FR,OVH SAS,758ms
141.94.220.157,2053,FR,OVH SAS,760ms
141.195.112.225,2053,CA,AT&T Enterprises LLC,829ms
91.107.142.138,8080,DE,Hetzner Online GmbH,677ms
91.107.140.53,2087,DE,Hetzner Online GmbH,723ms
91.107.140.10,8880,DE,Hetzner Online GmbH,745ms
91.107.140.10,2052,DE,Hetzner Online GmbH,751ms
91.107.140.53,2053,DE,Hetzner Online GmbH,752ms
91.107.139.23,7002,DE,Hetzner Online GmbH,771ms
91.107.140.10,8443,DE,Hetzner Online GmbH,788ms
91.107.140.10,8080,DE,Hetzner Online GmbH,784ms
91.107.142.237,8080,DE,Hetzner Online GmbH,788ms
91.107.141.128,2055,DE,Hetzner Online GmbH,793ms
141.94.205.130,8443,FR,OVH SAS,652ms
141.94.205.130,2053,FR,OVH SAS,656ms
141.94.205.161,2053,FR,OVH SAS,655ms
141.94.204.212,2053,FR,OVH SAS,653ms
141.94.204.68,2053,FR,OVH SAS,654ms
141.94.205.248,2053,FR,OVH SAS,676ms
141.94.204.206,8443,FR,OVH SAS,688ms
141.94.205.161,8443,FR,OVH SAS,684ms
141.94.205.22,8443,FR,OVH SAS,691ms
141.94.220.168,8443,FR,OVH SAS,708ms
141.94.205.22,2053,FR,OVH SAS,710ms
141.94.220.21,2053,FR,OVH SAS,714ms
141.94.205.63,2053,FR,OVH SAS,724ms
141.94.204.68,8443,FR,OVH SAS,747ms
141.94.205.202,8443,FR,OVH SAS,744ms
141.94.205.248,8443,FR,OVH SAS,842ms
141.94.220.57,2053,FR,OVH SAS,841ms
141.94.220.64,2053,FR,OVH SAS,842ms
141.94.220.210,443,FR,OVH SAS,850ms
141.94.206.218,8443,FR,OVH SAS,856ms
141.94.222.33,8443,FR,OVH SAS,709ms
141.94.221.163,8443,FR,OVH SAS,734ms
141.94.221.163,2053,FR,OVH SAS,741ms
141.94.221.2,2053,FR,OVH SAS,740ms
141.94.221.189,8443,FR,OVH SAS,745ms
141.94.221.241,2053,FR,OVH SAS,745ms
141.94.221.230,8443,FR,OVH SAS,751ms
141.94.221.240,2053,FR,OVH SAS,761ms
141.94.221.2,8443,FR,OVH SAS,778ms
141.94.221.240,8443,FR,OVH SAS,774ms
141.94.222.214,443,FR,OVH SAS,776ms
141.94.222.46,2053,FR,OVH SAS,775ms
141.94.222.42,8443,FR,OVH SAS,782ms
141.94.222.42,2053,FR,OVH SAS,792ms
141.94.222.214,2053,FR,OVH SAS,795ms
141.94.221.25,2053,FR,OVH SAS,803ms
141.94.221.26,2053,FR,OVH SAS,807ms
141.94.222.3,8443,FR,OVH SAS,808ms
141.94.221.78,8443,FR,OVH SAS,810ms
141.94.221.78,2053,FR,OVH SAS,816ms
141.94.223.220,2053,FR,OVH SAS,645ms
141.94.223.124,2053,FR,OVH SAS,655ms
141.94.223.220,443,FR,OVH SAS,661ms
141.94.223.93,8443,FR,OVH SAS,667ms
141.94.204.167,2053,FR,OVH SAS,672ms
141.94.221.189,2053,FR,OVH SAS,672ms
141.94.204.143,8443,FR,OVH SAS,686ms
141.94.205.202,2053,FR,OVH SAS,680ms
141.94.206.137,8443,FR,OVH SAS,690ms
141.94.206.218,2053,FR,OVH SAS,692ms
141.94.220.157,8443,FR,OVH SAS,803ms
141.94.223.24,2053,FR,OVH SAS,809ms
141.94.222.33,2053,FR,OVH SAS,807ms
141.94.206.4,8443,FR,OVH SAS,811ms
141.94.220.64,8443,FR,OVH SAS,810ms
141.94.223.24,8443,FR,OVH SAS,821ms
141.94.220.21,8443,FR,OVH SAS,813ms
141.94.222.105,8443,FR,OVH SAS,817ms
141.94.223.49,2053,FR,OVH SAS,845ms
141.94.205.201,8443,FR,OVH SAS,819ms
141.94.222.188,2053,FR,OVH SAS,777ms
141.94.222.3,2053,FR,OVH SAS,783ms
141.94.222.105,2053,FR,OVH SAS,785ms
141.94.222.46,8443,FR,OVH SAS,792ms
141.94.68.216,8443,FR,OVH SAS,811ms
141.94.205.63,8443,FR,OVH SAS,804ms
141.94.68.216,2053,FR,OVH SAS,811ms
141.94.63.242,2053,FR,HostiMan Hosting,829ms
141.94.207.7,8443,FR,OVH SAS,838ms
141.94.68.162,2053,FR,OVH SAS,837ms
141.94.68.157,2053,FR,OVH SAS,825ms
141.94.220.57,8443,FR,OVH SAS,823ms
141.94.223.124,8443,FR,OVH SAS,904ms
141.94.221.241,8443,FR,OVH SAS,906ms
141.94.222.73,8443,FR,OVH SAS,917ms
193.25.216.10,2053,SE,play2go.cloud - Cheap and reliable hosting,851ms
141.94.63.242,8443,FR,HostiMan Hosting,936ms
141.94.70.24,2053,FR,OVH SAS,938ms
141.94.222.73,2053,FR,OVH SAS,951ms
141.94.205.201,2053,FR,OVH SAS,965ms
141.94.68.157,8443,FR,OVH SAS,987ms
193.25.216.10,8443,SE,play2go.cloud - Cheap and reliable hosting,958ms
47.245.91.197,9000,SG,Alibaba Cloud LLC,209ms
47.245.95.160,1443,SG,Alibaba Cloud LLC,208ms
47.245.59.226,59215,JP,Alibaba Cloud - JP,439ms
141.94.222.188,8443,FR,OVH SAS,655ms
141.94.77.169,2053,FR,OVH SAS,654ms
141.94.77.169,8443,FR,OVH SAS,663ms
141.94.78.246,8443,FR,OVH SAS,672ms
141.94.70.243,8443,FR,OVH SAS,686ms
141.94.79.161,8443,FR,OVH SAS,691ms
141.95.10.7,31210,DE,OVH GmbH,693ms
141.94.79.161,2053,FR,OVH SAS,692ms
141.94.70.243,2053,FR,OVH SAS,706ms
141.95.127.112,8443,DE,OVH GmbH,696ms
141.95.127.112,2053,DE,OVH GmbH,723ms
141.95.127.177,2053,DE,OVH GmbH,826ms
141.95.161.178,2053,FR,OVH SAS,817ms
141.95.159.211,2053,FR,OVH SAS,827ms
141.95.149.52,2053,FR,OVH SAS,838ms
141.95.161.241,2053,FR,OVH SAS,837ms
47.254.171.15,8443,DE,Alibaba Cloud (Singapore) Private Limited,676ms
47.251.76.246,14782,US,Alibaba Cloud - US,698ms
47.251.74.98,49200,US,Alibaba Cloud - US,728ms
47.252.69.111,11791,US,Alibaba Cloud - US,778ms
47.252.46.156,40082,US,Alibaba Cloud - US,792ms
47.253.105.131,443,US,Alibaba Cloud - US,796ms
47.74.254.191,8900,SG,Alibaba Cloud - SG,159ms
47.76.68.32,443,HK,Alibaba Cloud - HK,267ms
47.79.20.64,443,HK,Alibaba Cloud LLC,276ms
47.76.218.163,443,HK,Alibaba Cloud - HK,298ms
91.107.145.203,37607,DE,Hetzner Online GmbH,681ms
91.107.144.110,2052,DE,Hetzner Online GmbH,682ms
91.107.145.203,37561,DE,Hetzner Online GmbH,689ms
91.107.145.203,20400,DE,Hetzner Online GmbH,693ms
91.107.146.149,8888,DE,Hetzner Online GmbH,704ms
91.107.145.134,12345,DE,Hetzner Online GmbH,716ms
91.107.146.149,80,DE,Hetzner Online GmbH,719ms
91.107.147.183,8071,DE,Hetzner Online GmbH,726ms
91.107.148.56,2053,DE,Hetzner Online GmbH,734ms
91.107.148.111,443,DE,Hetzner Online GmbH,748ms
91.107.147.191,2053,DE,Hetzner Online GmbH,752ms
91.107.147.191,8443,DE,Hetzner Online GmbH,767ms
91.107.151.101,8443,DE,Hetzner Online GmbH,782ms
47.57.245.232,443,US,Alibaba Cloud - US,672ms
47.57.233.126,443,US,Alibaba Cloud - US,789ms
47.79.33.117,11101,JP,Alibaba Cloud LLC,1137ms
193.3.168.163,443,NL,Podaon SIA,712ms
193.29.14.193,443,US,1GSERVERS LLC,729ms
47.79.33.117,52311,JP,Alibaba Cloud LLC,1474ms
141.95.193.15,8443,FR,OVH SAS,628ms
141.95.193.15,2053,FR,OVH SAS,631ms
141.95.159.211,8443,FR,OVH SAS,631ms
141.95.127.177,8443,DE,OVH GmbH,643ms
141.95.161.241,8443,FR,OVH SAS,743ms
141.95.127.227,8443,DE,OVH GmbH,749ms
141.95.40.194,2053,DE,Zagrebin Denys,757ms
141.95.127.113,2053,DE,OVH GmbH,763ms
141.95.149.52,8443,FR,OVH SAS,759ms
141.95.161.178,8443,FR,OVH SAS,758ms
141.95.37.180,587,DE,OVH GmbH,763ms
141.95.127.113,8443,DE,OVH GmbH,769ms
141.95.40.210,2053,DE,Zagrebin Denys,776ms
141.98.234.14,2053,HK,GLOBAL INTERNET SOLUTIONS LLC,255ms
141.98.233.8,2053,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP,729ms
141.98.233.117,2053,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP,738ms
141.98.233.44,2053,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP,751ms
141.98.233.135,2096,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP,763ms
141.98.169.49,443,FI,WorkTitans B.V.,826ms
141.98.118.80,443,TR,Hostigger INC.,849ms
141.98.169.24,8443,FI,WorkTitans B.V.,851ms
141.98.169.24,2053,FI,WorkTitans B.V.,849ms
141.98.169.180,8443,FI,WorkTitans B.V.,888ms
141.98.233.80,8443,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP,878ms
141.98.168.38,443,US,WorkTitans B.V.,951ms
193.31.28.241,2083,DE,combahton IT Services UG,634ms
193.3.23.128,37424,RU,FOP Hornostay Mykhaylo Ivanovych,775ms
193.29.224.216,443,FI,Aeza International LTD,785ms
142.132.165.86,2053,DE,Hetzner Online GmbH,1310ms
193.32.178.24,443,NL,Baykov Ilya Sergeevich,621ms
193.32.178.156,50025,NL,Baykov Ilya Sergeevich,640ms
193.33.194.180,2053,NL,Amsterdam Netherlands,613ms
193.33.194.180,8443,NL,Amsterdam Netherlands,626ms
193.33.153.158,443,DE,Aeza International LTD,671ms
193.33.153.238,8443,DE,Aeza International LTD,720ms
193.33.153.90,2053,DE,Aeza International LTD,723ms
193.33.153.90,8443,DE,Aeza International LTD,739ms
193.33.153.238,2053,DE,Aeza International LTD,768ms
193.33.194.42,8443,NL,Amsterdam Netherlands,777ms
193.32.177.79,443,US,Baykov Ilya Sergeevich,855ms
193.32.177.101,443,US,Baykov Ilya Sergeevich,866ms
91.107.151.86,80,DE,Hetzner Online GmbH,676ms
91.107.151.86,8888,DE,Hetzner Online GmbH,725ms
142.132.186.229,443,DE,Hetzner Online GmbH,747ms
91.107.155.59,7777,DE,Hetzner Online GmbH,731ms
91.107.154.91,3075,DE,Hetzner Online GmbH,738ms
91.107.152.132,2053,DE,Hetzner Online GmbH,753ms
91.107.151.136,444,DE,Hetzner Online GmbH,753ms
91.107.155.55,2087,DE,Hetzner Online GmbH,750ms
91.107.155.114,2053,DE,Hetzner Online GmbH,771ms
91.107.157.253,33894,DE,Hetzner Online GmbH,860ms
142.132.186.217,443,DE,Hetzner Online GmbH,887ms
91.107.157.253,26484,DE,Hetzner Online GmbH,867ms
91.107.159.178,8443,DE,Hetzner Online GmbH,863ms
91.107.157.253,20531,DE,Hetzner Online GmbH,871ms
91.107.158.237,2053,DE,Hetzner Online GmbH,874ms
91.107.157.253,43801,DE,Hetzner Online GmbH,888ms
91.107.157.56,443,DE,Hetzner Online GmbH,888ms
91.107.157.56,80,DE,Hetzner Online GmbH,892ms
91.107.157.56,8080,DE,Hetzner Online GmbH,898ms
47.79.34.117,10036,JP,Alibaba Cloud (Singapore) Private Limited,769ms
193.37.70.247,8443,DE,Cloud Hosting Solutions Limited.,603ms
91.107.152.132,8443,DE,Hetzner Online GmbH,1058ms
193.37.68.10,22518,NL,Individual Entrepreneur Anton Levin,653ms
193.37.70.3,443,DE,Cloud Hosting Solutions Limited.,656ms
193.37.68.164,443,NL,Individual Entrepreneur Anton Levin,665ms
193.37.70.17,2053,DE,Cloud Hosting Solutions Limited.,665ms
193.33.153.57,8443,DE,Aeza International LTD,726ms
193.37.215.115,443,BG,Closco Ltd,732ms
193.37.70.17,8443,DE,Cloud Hosting Solutions Limited.,746ms
193.33.153.92,443,NL,Aeza International LTD,773ms
193.37.70.45,2053,DE,Cloud Hosting Solutions Limited.,757ms
193.37.70.28,2053,DE,Cloud Hosting Solutions Limited.,764ms
193.33.194.42,2053,NL,Amsterdam Netherlands,798ms
193.37.70.45,8443,DE,Cloud Hosting Solutions Limited.,789ms
193.37.70.28,8443,DE,Cloud Hosting Solutions Limited.,815ms
193.37.68.184,443,NL,Individual Entrepreneur Anton Levin,903ms
193.33.153.57,2053,DE,Aeza International LTD,955ms
47.79.43.147,443,JP,Alibaba Cloud LLC,413ms
47.79.90.37,49153,JP,Alibaba Cloud LLC,471ms
142.171.12.43,12263,US,MULTACOM CORPORATION,834ms
91.107.160.113,7956,DE,Hetzner Online GmbH,760ms
91.107.159.178,2053,DE,Hetzner Online GmbH,769ms
91.107.161.250,2087,DE,Hetzner Online GmbH,787ms
91.107.159.131,9900,DE,Hetzner Online GmbH,806ms
91.107.163.113,2053,DE,Hetzner Online GmbH,803ms
91.107.163.113,2087,DE,Hetzner Online GmbH,813ms
91.107.164.205,443,DE,Hetzner Online GmbH,811ms
91.107.164.186,8443,DE,Hetzner Online GmbH,830ms
91.107.164.186,2053,DE,Hetzner Online GmbH,856ms
193.38.55.92,8443,NL,STARK INDUSTRIES SOLUTIONS LTD,663ms
193.38.55.218,2053,NL,STARK INDUSTRIES SOLUTIONS LTD,697ms
193.38.54.174,443,NL,STARK INDUSTRIES SOLUTIONS LTD,720ms
193.38.55.218,8443,NL,STARK INDUSTRIES SOLUTIONS LTD,714ms
193.38.34.34,2053,TR,MARKAHOST TELEKOMUNIKASYON VE TICARET LIMITED SIRKETI,780ms
193.42.112.66,8443,EE,IT-Develop DOO,783ms
193.42.112.66,2053,EE,IT-Develop DOO,797ms
47.79.41.201,443,JP,Alibaba Cloud (Singapore) Private Limited,790ms
47.81.9.160,443,TH,Alibaba Cloud LLC,797ms
47.88.15.127,443,US,Alibaba Cloud - US,799ms
142.171.136.53,13045,US,MULTACOM CORPORATION,806ms
142.171.147.201,20274,US,MULTACOM CORPORATION,808ms
142.171.136.57,9991,US,MULTACOM CORPORATION,819ms
142.171.16.28,39518,US,Cloudflare London LLC,814ms
142.171.136.57,9999,US,MULTACOM CORPORATION,841ms
142.171.131.17,8443,US,MULTACOM CORPORATION,849ms
142.171.129.125,2201,US,MULTACOM CORPORATION,864ms
142.171.123.125,443,US,MULTACOM CORPORATION,877ms
142.171.163.109,443,US,MULTACOM CORPORATION,880ms
142.171.166.116,8443,US,Cloudflare Inc.,896ms
142.171.204.111,30843,US,MULTACOM CORPORATION,841ms
142.171.220.62,16000,US,MULTACOM CORPORATION,832ms
142.171.212.153,10041,US,MULTACOM CORPORATION,846ms
193.39.9.172,8443,DE,Hetzner Online GmbH,2250ms
142.171.220.62,16016,US,MULTACOM CORPORATION,710ms
142.171.220.62,16003,US,MULTACOM CORPORATION,722ms
142.171.220.62,16014,US,MULTACOM CORPORATION,718ms
142.171.220.62,16006,US,MULTACOM CORPORATION,713ms
142.171.220.62,16015,US,MULTACOM CORPORATION,732ms
142.171.220.62,16020,US,MULTACOM CORPORATION,732ms
142.171.220.62,16024,US,MULTACOM CORPORATION,732ms
142.171.220.62,16008,US,MULTACOM CORPORATION,748ms
142.171.220.62,16022,US,MULTACOM CORPORATION,762ms
142.171.220.62,16026,US,MULTACOM CORPORATION,778ms
142.171.220.62,16005,US,MULTACOM CORPORATION,779ms
142.171.220.62,16027,US,MULTACOM CORPORATION,787ms
142.171.220.62,16007,US,MULTACOM CORPORATION,803ms
142.171.220.62,16001,US,MULTACOM CORPORATION,848ms
142.171.220.62,16040,US,MULTACOM CORPORATION,836ms
142.171.220.62,16036,US,MULTACOM CORPORATION,930ms
142.171.220.62,16023,US,MULTACOM CORPORATION,946ms
142.171.220.62,16010,US,MULTACOM CORPORATION,954ms
142.171.220.62,16011,US,MULTACOM CORPORATION,964ms
142.171.220.62,16002,US,MULTACOM CORPORATION,976ms
142.171.220.62,16042,US,MULTACOM CORPORATION,663ms
142.171.220.62,16044,US,MULTACOM CORPORATION,699ms
142.171.220.62,16043,US,MULTACOM CORPORATION,703ms
142.171.220.62,16058,US,MULTACOM CORPORATION,703ms
142.171.220.62,16048,US,MULTACOM CORPORATION,710ms
142.171.220.62,16041,US,MULTACOM CORPORATION,721ms
142.171.220.62,16030,US,MULTACOM CORPORATION,721ms
142.171.220.62,16051,US,MULTACOM CORPORATION,745ms
142.171.220.62,16052,US,MULTACOM CORPORATION,747ms
142.171.220.62,16053,US,MULTACOM CORPORATION,758ms
142.171.220.62,16033,US,MULTACOM CORPORATION,770ms
142.171.220.62,16050,US,MULTACOM CORPORATION,771ms
142.171.220.62,16083,US,MULTACOM CORPORATION,762ms
142.171.220.62,16046,US,MULTACOM CORPORATION,785ms
142.171.220.62,16054,US,MULTACOM CORPORATION,795ms
142.171.220.62,16028,US,MULTACOM CORPORATION,910ms
142.171.220.62,16055,US,MULTACOM CORPORATION,893ms
142.171.220.62,16029,US,MULTACOM CORPORATION,916ms
142.171.220.62,16049,US,MULTACOM CORPORATION,913ms
142.171.220.62,16056,US,MULTACOM CORPORATION,908ms
142.171.220.62,16094,US,MULTACOM CORPORATION,691ms
142.171.220.62,16097,US,MULTACOM CORPORATION,716ms
142.171.220.62,16095,US,MULTACOM CORPORATION,723ms
142.171.220.62,16096,US,MULTACOM CORPORATION,731ms
142.171.220.62,16104,US,MULTACOM CORPORATION,735ms
142.171.220.62,16400,US,MULTACOM CORPORATION,747ms
142.171.220.62,16091,US,MULTACOM CORPORATION,760ms
142.171.220.62,16087,US,MULTACOM CORPORATION,776ms
142.171.220.62,16403,US,MULTACOM CORPORATION,755ms
142.171.220.62,16066,US,MULTACOM CORPORATION,759ms
142.171.220.62,16099,US,MULTACOM CORPORATION,765ms
142.171.220.62,16085,US,MULTACOM CORPORATION,795ms
142.171.220.62,16089,US,MULTACOM CORPORATION,794ms
142.171.220.62,16092,US,MULTACOM CORPORATION,824ms
142.171.220.62,16081,US,MULTACOM CORPORATION,825ms
142.171.220.62,16316,US,MULTACOM CORPORATION,815ms
142.171.220.62,16098,US,MULTACOM CORPORATION,902ms
142.171.220.62,16093,US,MULTACOM CORPORATION,908ms
142.171.220.62,16402,US,MULTACOM CORPORATION,918ms
142.171.220.62,16601,US,MULTACOM CORPORATION,927ms
91.107.169.150,8443,DE,Hetzner Online GmbH,659ms
91.107.166.26,8888,DE,Hetzner Online GmbH,692ms
91.107.172.37,2053,DE,Hetzner Online GmbH,696ms
91.107.165.250,2023,DE,Hetzner Online GmbH,717ms
91.107.168.71,8443,DE,Hetzner Online GmbH,711ms
91.107.169.123,2024,DE,Hetzner Online GmbH,717ms
91.107.165.30,8002,DE,WIIT AG,727ms
91.107.166.26,2053,DE,Hetzner Online GmbH,735ms
91.107.165.30,8001,DE,webtropia dedicated Server by http://www.webtropia.com,760ms
