Proxy,Port,Country,Organization,latency
188.34.182.27,57315,DE,Hetzner Online GmbH,856ms
89.110.115.200,2053,NL,Amsterdam Netherlands,1694ms
188.34.196.36,5230,DE,Hetzner Online GmbH,749ms
89.110.117.132,8443,NL,Amsterdam Netherlands,606ms
89.110.116.183,2053,NL,Amsterdam Netherlands,618ms
89.110.117.132,2053,NL,Amsterdam Netherlands,619ms
188.34.201.221,2053,DE,Hetzner Online GmbH,800ms
89.110.116.37,8443,NL,Amsterdam Netherlands,637ms
89.110.116.250,2053,NL,Amsterdam Netherlands,658ms
89.110.118.121,2053,NL,Amsterdam Netherlands,645ms
89.110.116.250,8443,NL,Amsterdam Netherlands,664ms
89.110.117.113,443,NL,SERVERS TECH FZCO,664ms
89.110.118.164,8443,NL,Amsterdam Netherlands,666ms
89.110.118.164,2053,NL,Amsterdam Netherlands,672ms
89.110.118.121,8443,NL,Amsterdam Netherlands,693ms
89.110.117.96,8443,NL,Amsterdam Netherlands,707ms
130.162.130.105,443,KR,Oracle Public Cloud,389ms
89.110.117.235,8443,NL,Amsterdam Netherlands,815ms
13.95.69.133,8443,NL,Microsoft Corporation,631ms
89.110.117.96,2053,NL,Amsterdam Netherlands,975ms
13.95.69.133,2053,NL,Microsoft Corporation,646ms
130.162.175.14,10086,GB,Oracle Public Cloud,635ms
13.60.120.139,2053,SE,Amazon Data Services Sweden,783ms
130.0.239.147,2053,UA,IROKO Networks Corporation,770ms
130.0.239.23,443,UA,IROKO Networks Corporation,771ms
13.92.27.195,18443,US,Microsoft Corporation,843ms
89.110.116.37,2053,NL,Amsterdam Netherlands,1351ms
188.34.206.185,2086,DE,O.M.C. COMPUTERS & COMMUNICATIONS LTD,701ms
188.34.189.43,8443,DE,Hetzner Online GmbH,769ms
89.110.117.53,2053,NL,Amsterdam Netherlands,1570ms
89.110.117.235,2053,NL,Amsterdam Netherlands,1819ms
130.0.239.147,8443,UA,IROKO Networks Corporation,1607ms
188.68.223.17,443,RU,Selectel Network,1303ms
89.110.119.199,2053,NL,Amsterdam Netherlands,625ms
89.110.119.231,8443,NL,Amsterdam Netherlands,637ms
89.110.118.78,443,NL,Amsterdam Netherlands,651ms
89.110.119.231,2053,NL,Amsterdam Netherlands,647ms
89.110.120.197,443,NL,Amsterdam Netherlands,655ms
89.110.118.183,443,NL,Amsterdam Netherlands,677ms
89.110.119.10,2053,NL,Amsterdam Netherlands,678ms
89.110.116.163,443,NL,SERVERS TECH FZCO,672ms
89.110.117.53,8443,NL,Amsterdam Netherlands,703ms
89.110.119.24,8443,NL,Amsterdam Netherlands,691ms
89.110.119.217,2053,NL,Amsterdam Netherlands,718ms
89.110.119.199,8443,NL,Amsterdam Netherlands,717ms
89.110.119.234,2053,NL,Amsterdam Netherlands,728ms
89.110.119.234,8443,NL,Amsterdam Netherlands,737ms
89.110.118.72,8443,NL,Amsterdam Netherlands,752ms
89.110.118.72,2053,NL,Amsterdam Netherlands,755ms
89.110.119.217,8443,NL,Amsterdam Netherlands,771ms
89.110.119.95,8443,NL,Amsterdam Netherlands,760ms
130.162.229.181,443,DE,Oracle Public Cloud,685ms
189.1.234.127,9981,HK,Huawei-Cloud-HK,425ms
89.110.119.70,8443,NL,Amsterdam Netherlands,600ms
89.110.120.140,2053,NL,Amsterdam Netherlands,619ms
89.110.120.140,8443,NL,Amsterdam Netherlands,621ms
89.110.119.70,2053,NL,Amsterdam Netherlands,628ms
89.110.120.51,443,NL,Amsterdam Netherlands,625ms
130.185.144.78,443,GB,Fabric_zone,629ms
89.110.121.16,2053,NL,Amsterdam Netherlands,639ms
89.110.121.16,8443,NL,Amsterdam Netherlands,655ms
89.110.120.215,8443,NL,Amsterdam Netherlands,678ms
89.110.120.51,8443,NL,Amsterdam Netherlands,683ms
89.110.121.61,443,NL,Amsterdam Netherlands,678ms
89.110.120.24,2053,NL,Amsterdam Netherlands,692ms
89.110.120.215,2053,NL,Amsterdam Netherlands,706ms
89.110.121.235,2053,NL,Amsterdam Netherlands,696ms
89.110.119.95,2053,NL,Amsterdam Netherlands,722ms
89.110.121.190,443,NL,Amsterdam Netherlands,720ms
89.110.121.235,8443,NL,Amsterdam Netherlands,724ms
89.110.121.106,2053,NL,Amsterdam Netherlands,731ms
89.110.120.24,8443,NL,Amsterdam Netherlands,740ms
89.110.121.106,8443,NL,Amsterdam Netherlands,742ms
130.185.249.100,443,GB,DA International Group Ltd.,894ms
190.183.61.62,2053,AR,SM Web Group SH,1240ms
190.183.61.62,8443,AR,SM Web Group SH,1263ms
89.110.122.18,8443,NL,Amsterdam Netherlands,614ms
89.110.122.18,2053,NL,Amsterdam Netherlands,627ms
89.110.125.232,8443,NL,Amsterdam Netherlands,625ms
89.110.125.232,2053,NL,Amsterdam Netherlands,636ms
89.110.125.115,8443,NL,Amsterdam Netherlands,646ms
89.110.124.217,8443,NL,Amsterdam Netherlands,649ms
89.110.124.217,2053,NL,Amsterdam Netherlands,674ms
89.110.122.223,2053,NL,Amsterdam Netherlands,772ms
89.110.122.3,443,NL,Amsterdam Netherlands,779ms
130.61.124.127,443,DE,Oracle Public Cloud,577ms
89.110.122.223,8443,NL,Amsterdam Netherlands,782ms
89.110.124.97,2053,NL,Amsterdam Netherlands,777ms
89.110.124.97,8443,NL,Amsterdam Netherlands,783ms
89.110.123.10,443,NL,Amsterdam Netherlands,792ms
89.110.123.23,443,NL,Amsterdam Netherlands,799ms
89.110.123.92,8443,NL,Amsterdam Netherlands,801ms
89.110.123.92,2053,NL,Amsterdam Netherlands,806ms
130.61.216.101,12270,DE,Oracle Corporation,602ms
89.110.123.197,8443,NL,Amsterdam Netherlands,804ms
89.110.123.197,2053,NL,Amsterdam Netherlands,803ms
130.61.235.213,4070,DE,Oracle Public Cloud,623ms
131.186.17.132,443,KR,Oracle Public Cloud,364ms
131.186.18.212,28887,KR,Oracle Corporation,366ms
131.186.20.178,27194,KR,Oracle Public Cloud,365ms
131.186.20.178,24960,KR,Oracle Public Cloud,372ms
191.96.153.104,2053,FR,Internet Utilities Europe and Asia Limited,745ms
191.96.153.100,2053,FR,Internet Utilities Europe and Asia Limited,746ms
132.145.124.43,12509,JP,Oracle Public Cloud,395ms
131.186.33.175,443,JP,Oracle Public Cloud,416ms
132.145.115.199,10179,JP,Oracle Public Cloud,424ms
132.145.116.185,443,JP,Oracle Public Cloud,429ms
131.186.24.124,587,KR,Oracle Public Cloud,448ms
132.145.116.192,44009,JP,Oracle Public Cloud,451ms
132.145.124.43,12510,JP,Oracle Public Cloud,459ms
132.145.124.43,12502,JP,Oracle Public Cloud,464ms
89.110.127.138,8443,NL,Amsterdam Netherlands,705ms
89.110.127.138,443,NL,Amsterdam Netherlands,720ms
89.110.121.20,443,NL,Amsterdam Netherlands,732ms
89.110.65.44,443,NL,Amsterdam Netherlands,721ms
89.110.127.184,443,NL,Amsterdam Netherlands,737ms
89.110.126.36,8443,NL,Amsterdam Netherlands,724ms
89.110.127.179,443,NL,Amsterdam Netherlands,763ms
89.110.126.36,2053,NL,Amsterdam Netherlands,766ms
89.110.126.45,8443,NL,Amsterdam Netherlands,754ms
89.110.127.233,443,NL,Amsterdam Netherlands,944ms
132.145.88.82,38066,KR,Oracle Public Cloud,380ms
132.226.23.92,22053,KR,Oracle Public Cloud,426ms
132.145.126.40,32498,JP,Oracle Public Cloud,458ms
132.145.232.171,443,DE,Oracle Corporation,650ms
89.110.66.154,443,NL,Amsterdam Netherlands,1823ms
89.110.65.201,443,NL,Amsterdam Netherlands,1833ms
89.110.127.51,8443,NL,Amsterdam Netherlands,1838ms
132.226.232.194,444,KR,Oracle Public Cloud,374ms
89.110.64.180,2053,NL,Amsterdam Netherlands,2344ms
132.226.8.189,18104,JP,Oracle Public Cloud,441ms
132.226.8.109,43257,JP,Oracle Public Cloud,451ms
134.122.73.66,8443,DE,DigitalOcean LLC,648ms
134.122.61.120,8443,NL,DigitalOcean LLC,668ms
134.195.137.107,22473,IN,ReadyDedis LLC,324ms
89.110.126.45,2053,NL,Amsterdam Netherlands,618ms
89.110.68.158,443,NL,Amsterdam Netherlands,703ms
89.110.69.173,443,NL,Amsterdam Netherlands,696ms
89.110.67.172,443,NL,Amsterdam Netherlands,728ms
89.110.127.51,2053,NL,Amsterdam Netherlands,718ms
89.110.67.76,2053,NL,Amsterdam Netherlands,725ms
89.110.69.110,8443,NL,Amsterdam Netherlands,716ms
89.110.69.109,446,NL,Amsterdam Netherlands,716ms
89.110.70.127,443,NL,Amsterdam Netherlands,714ms
89.110.69.165,8443,NL,Amsterdam Netherlands,721ms
89.110.69.165,443,NL,Amsterdam Netherlands,722ms
89.110.69.110,443,NL,Amsterdam Netherlands,735ms
89.110.70.175,2053,NL,Amsterdam Netherlands,729ms
89.110.68.127,443,NL,Cloudflare London LLC,746ms
89.110.70.215,2053,NL,Amsterdam Netherlands,737ms
89.110.71.35,443,NL,Amsterdam Netherlands,615ms
89.110.73.241,8443,NL,Amsterdam Netherlands,613ms
89.110.71.72,8443,NL,Amsterdam Netherlands,625ms
89.110.71.72,2053,NL,Amsterdam Netherlands,634ms
89.110.75.104,12106,NL,Amsterdam Netherlands,647ms
89.110.76.19,8443,NL,Amsterdam Netherlands,651ms
89.110.71.68,8443,NL,SERVERS TECH FZCO,680ms
89.110.73.241,443,NL,Amsterdam Netherlands,680ms
89.110.71.11,2053,NL,Amsterdam Netherlands,694ms
89.110.72.142,8443,NL,Amsterdam Netherlands,698ms
89.110.75.200,8443,NL,Amsterdam Netherlands,692ms
89.110.72.142,2053,NL,Amsterdam Netherlands,706ms
89.110.75.200,2053,NL,Amsterdam Netherlands,717ms
89.110.76.19,2053,NL,Amsterdam Netherlands,727ms
89.110.75.45,8443,NL,Amsterdam Netherlands,733ms
89.110.72.206,443,NL,SERVERS TECH FZCO,748ms
134.209.93.68,2053,NL,DigitalOcean LLC,663ms
134.209.93.68,8443,NL,DigitalOcean LLC,677ms
134.209.248.178,443,DE,DigitalOcean LLC,682ms
134.209.87.153,443,NL,DigitalOcean LLC,683ms
134.209.31.145,443,GB,DigitalOcean LLC,686ms
135.125.123.246,5432,FR,OVH SAS,682ms
135.125.133.217,2053,DE,OVH GmbH,691ms
134.199.185.31,443,US,DigitalOcean LLC,741ms
134.255.252.244,443,DE,Zap-Hosting.com - IF YOU WANT MORE POWER,735ms
134.195.211.127,443,US,CloudCone LLC,784ms
134.209.166.201,2053,US,DigitalOcean LLC,826ms
134.209.166.201,8443,US,DigitalOcean LLC,839ms
89.110.78.173,443,NL,SERVERS TECH FZCO,628ms
89.110.77.70,2053,NL,Amsterdam Netherlands,648ms
89.110.80.121,443,NL,Amsterdam Netherlands,662ms
89.110.77.70,8443,NL,Amsterdam Netherlands,667ms
89.110.78.108,8443,NL,Amsterdam Netherlands,685ms
89.110.79.149,8443,NL,Amsterdam Netherlands,684ms
89.110.81.200,8443,NL,Amsterdam Netherlands,688ms
89.110.81.2,2053,NL,Amsterdam Netherlands,698ms
89.110.81.2,8443,NL,Amsterdam Netherlands,707ms
89.110.81.13,8443,NL,Amsterdam Netherlands,718ms
89.110.81.200,443,NL,Amsterdam Netherlands,731ms
89.110.81.13,2053,NL,Amsterdam Netherlands,742ms
191.96.153.152,8443,FR,Internet Utilities Europe and Asia Limited,756ms
191.96.153.175,443,FR,OVH SAS,757ms
191.96.153.142,8443,FR,Internet Utilities Europe and Asia Limited,771ms
191.96.153.135,2053,FR,Internet Utilities Europe and Asia Limited,780ms
191.96.153.123,2053,FR,Internet Utilities Europe and Asia Limited,792ms
191.96.153.156,2053,FR,Internet Utilities Europe and Asia Limited,785ms
191.96.153.138,2053,FR,Internet Utilities Europe and Asia Limited,793ms
135.125.133.217,8443,DE,OVH GmbH,652ms
191.96.153.107,2053,FR,Internet Utilities Europe and Asia Limited,808ms
135.125.140.141,2053,DE,OVH GmbH,665ms
191.96.153.152,2053,FR,Internet Utilities Europe and Asia Limited,799ms
135.125.140.141,8443,DE,OVH GmbH,668ms
191.96.153.115,2053,FR,Internet Utilities Europe and Asia Limited,825ms
191.96.153.153,2053,FR,Internet Utilities Europe and Asia Limited,809ms
191.96.153.117,2053,FR,Internet Utilities Europe and Asia Limited,837ms
191.96.153.167,8443,FR,Internet Utilities Europe and Asia Limited,811ms
135.125.169.17,2053,DE,Zagrebin Denys,671ms
135.125.190.99,8443,DE,OVH GmbH,688ms
135.125.169.7,2053,DE,Zagrebin Denys,703ms
135.125.190.13,8443,DE,OVH GmbH,722ms
135.125.191.64,8443,DE,OVH GmbH,801ms
135.125.191.9,8443,DE,OVH GmbH,802ms
135.125.191.64,2053,DE,OVH GmbH,811ms
135.125.183.59,8443,DE,OVH GmbH,820ms
135.125.191.59,443,DE,OVH GmbH,837ms
191.96.153.142,2053,FR,Internet Utilities Europe and Asia Limited,1018ms
89.110.82.148,8443,NL,Amsterdam Netherlands,597ms
89.110.82.196,443,NL,Amsterdam Netherlands,606ms
89.110.82.196,8443,NL,Amsterdam Netherlands,616ms
89.110.81.87,8443,NL,Amsterdam Netherlands,641ms
89.110.83.77,2053,NL,Amsterdam Netherlands,633ms
89.110.81.87,2053,NL,Amsterdam Netherlands,677ms
89.110.83.5,2053,NL,Amsterdam Netherlands,656ms
89.110.83.77,8443,NL,Amsterdam Netherlands,662ms
89.110.82.19,8443,NL,Amsterdam Netherlands,670ms
89.110.83.5,8443,NL,Amsterdam Netherlands,672ms
89.110.82.163,8443,NL,Amsterdam Netherlands,720ms
89.110.85.170,2053,NL,Amsterdam Netherlands,619ms
89.110.86.234,443,NL,Amsterdam Netherlands,621ms
89.110.85.170,8443,NL,Amsterdam Netherlands,641ms
89.110.86.132,2053,NL,Amsterdam Netherlands,656ms
89.110.87.228,8443,NL,Amsterdam Netherlands,747ms
89.110.85.215,8443,NL,Amsterdam Netherlands,768ms
89.110.86.132,8443,NL,Amsterdam Netherlands,771ms
191.96.153.193,2053,FR,Internet Utilities Europe and Asia Limited,750ms
191.96.153.193,8443,FR,Internet Utilities Europe and Asia Limited,758ms
191.96.153.20,2053,FR,Internet Utilities Europe and Asia Limited,769ms
191.96.153.196,2053,FR,Internet Utilities Europe and Asia Limited,781ms
191.96.153.156,8443,FR,Internet Utilities Europe and Asia Limited,828ms
191.96.153.171,2053,FR,Internet Utilities Europe and Asia Limited,828ms
191.96.153.171,8443,FR,Internet Utilities Europe and Asia Limited,859ms
191.96.153.183,2053,FR,Internet Utilities Europe and Asia Limited,867ms
191.96.153.187,2053,FR,Internet Utilities Europe and Asia Limited,867ms
191.96.153.186,2053,FR,Internet Utilities Europe and Asia Limited,906ms
191.96.153.19,2053,FR,Internet Utilities Europe and Asia Limited,909ms
191.96.153.180,2053,FR,Internet Utilities Europe and Asia Limited,928ms
191.96.153.191,2053,FR,Internet Utilities Europe and Asia Limited,983ms
135.125.232.249,8443,DE,OVH GmbH,715ms
135.125.238.149,8443,DE,OVH GmbH,708ms
135.125.232.253,8443,DE,OVH GmbH,733ms
135.125.169.4,8443,DE,Zagrebin Denys,767ms
135.125.234.148,8443,DE,OVH GmbH,743ms
135.125.169.4,2053,DE,Zagrebin Denys,791ms
135.125.234.160,2053,DE,OVH GmbH,764ms
135.125.169.91,2053,DE,Zagrebin Denys,780ms
135.125.232.253,2053,DE,OVH GmbH,781ms
135.125.191.89,8443,DE,OVH GmbH,798ms
135.125.191.89,2053,DE,OVH GmbH,843ms
135.125.234.148,2053,DE,OVH GmbH,833ms
135.125.239.132,8443,DE,OVH GmbH,828ms
135.125.238.149,2053,DE,OVH GmbH,834ms
135.125.234.160,8443,DE,OVH GmbH,832ms
191.96.153.230,8443,FR,Internet Utilities Europe and Asia Limited,700ms
191.96.153.35,8443,FR,Internet Utilities Europe and Asia Limited,707ms
191.96.153.22,8443,FR,Internet Utilities Europe and Asia Limited,727ms
191.96.153.246,2053,FR,Internet Utilities Europe and Asia Limited,730ms
191.96.153.34,2053,FR,Internet Utilities Europe and Asia Limited,733ms
191.96.153.22,2053,FR,Internet Utilities Europe and Asia Limited,768ms
191.96.153.167,2053,FR,Internet Utilities Europe and Asia Limited,795ms
191.96.153.230,2053,FR,Internet Utilities Europe and Asia Limited,781ms
191.96.153.199,2053,FR,Internet Utilities Europe and Asia Limited,825ms
191.96.153.217,2053,FR,Internet Utilities Europe and Asia Limited,845ms
191.96.153.14,443,FR,OVH SAS,866ms
191.96.153.228,2053,FR,Internet Utilities Europe and Asia Limited,869ms
89.110.87.98,8081,NL,Amsterdam Netherlands,695ms
89.110.87.114,8443,NL,Amsterdam Netherlands,703ms
89.110.87.114,2053,NL,Amsterdam Netherlands,704ms
89.110.98.101,8443,RU,Hosting technology LTD,817ms
89.111.172.106,8443,RU,Domain names registrar REG.RU Ltd,860ms
89.110.89.229,2053,RU,Hosting technology LTD,914ms
89.111.172.106,2053,RU,Domain names registrar REG.RU Ltd,785ms
89.110.89.229,8443,RU,Hosting technology LTD,820ms
89.116.44.170,8443,US,Ethernet Servers,862ms
89.116.44.170,2053,US,Ethernet Servers,881ms
89.116.170.222,2053,US,UAB Bite Lietuva,931ms
89.116.170.222,8443,US,UAB Bite Lietuva,952ms
135.125.75.121,443,FR,OVH SAS,723ms
135.125.232.249,2053,DE,OVH GmbH,753ms
135.125.239.132,2053,DE,OVH GmbH,759ms
135.125.4.40,443,FR,OVH SAS,774ms
135.181.100.88,443,FI,Hetzner Online GmbH,812ms
191.96.153.54,2053,FR,Internet Utilities Europe and Asia Limited,681ms
191.96.153.63,2053,FR,Internet Utilities Europe and Asia Limited,713ms
191.96.153.48,2053,FR,Internet Utilities Europe and Asia Limited,814ms
191.96.153.60,2053,FR,Internet Utilities Europe and Asia Limited,827ms
191.96.153.67,2053,FR,Internet Utilities Europe and Asia Limited,927ms
191.96.153.244,2053,FR,Internet Utilities Europe and Asia Limited,1269ms
191.96.153.91,2053,FR,Internet Utilities Europe and Asia Limited,2401ms
191.96.153.5,2053,FR,Internet Utilities Europe and Asia Limited,2471ms
191.96.153.250,2053,FR,Internet Utilities Europe and Asia Limited,2637ms
191.96.153.35,2053,FR,Internet Utilities Europe and Asia Limited,2651ms
89.117.57.4,2053,DE,IPXO,767ms
89.117.57.4,8443,DE,IPXO,786ms
89.150.34.102,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,901ms
89.150.35.153,443,NL,CLODO CLOUD SERVICE CO. L.L.C,996ms
89.150.35.129,443,NL,CLODO CLOUD SERVICE CO. L.L.C,1004ms
89.150.35.130,443,NL,CLODO CLOUD SERVICE CO. L.L.C,1007ms
89.150.41.221,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,1010ms
89.150.41.221,8443,NL,CLODO CLOUD SERVICE CO. L.L.C,1016ms
89.150.35.155,443,NL,CLODO CLOUD SERVICE CO. L.L.C,1017ms
89.150.34.41,8443,NL,CLODO CLOUD SERVICE CO. L.L.C,1028ms
89.150.34.41,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,1029ms
89.150.35.103,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,1044ms
89.150.34.102,8443,NL,CLODO CLOUD SERVICE CO. L.L.C,1051ms
89.163.214.198,8443,DE,WIIT AG,744ms
89.163.213.208,2083,DE,WIIT AG,750ms
89.147.111.223,8443,IS,1984 ehf,754ms
89.150.41.228,8443,NL,CLODO CLOUD SERVICE CO. L.L.C,919ms
89.150.41.249,443,NL,CLODO CLOUD SERVICE CO. L.L.C,901ms
89.150.59.201,443,NL,CLODO CLOUD SERVICE CO. L.L.C,879ms
89.150.35.240,8443,NL,CLODO CLOUD SERVICE CO. L.L.C,938ms
89.150.35.240,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,958ms
89.150.59.173,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,933ms
89.150.41.29,443,NL,CLODO CLOUD SERVICE CO. L.L.C,960ms
89.150.34.225,443,NL,CLODO CLOUD SERVICE CO. L.L.C,995ms
89.150.35.232,443,NL,CLODO CLOUD SERVICE CO. L.L.C,1023ms
89.150.41.228,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,1030ms
89.150.59.115,2053,NL,CLODO CLOUD SERVICE CO. L.L.C,1018ms
89.150.59.208,443,NL,CLODO CLOUD SERVICE CO. L.L.C,1008ms
89.150.59.115,8443,NL,CLODO CLOUD SERVICE CO. L.L.C,1026ms
89.150.59.140,443,NL,CLODO CLOUD SERVICE CO. L.L.C,1038ms
135.181.104.175,443,FI,Hetzner Online GmbH,731ms
135.181.109.237,2053,FI,Hetzner Online GmbH,715ms
135.181.109.237,8443,FI,Hetzner Online GmbH,726ms
89.168.83.143,8443,DE,Oracle Svenska AB,663ms
89.169.13.12,443,NL,SERV.HOST GROUP LTD,657ms
89.169.10.77,2053,GB,Medvedev Vladislav Olegovich,666ms
89.169.13.156,443,NL,SERV.HOST GROUP LTD,655ms
89.169.32.117,2053,SE,Aeza International LTD,691ms
89.169.32.104,2053,SE,Aeza International LTD,710ms
89.169.32.117,8443,SE,Aeza International LTD,704ms
89.169.32.210,2053,SE,Aeza International LTD,715ms
89.169.32.114,2053,SE,Aeza International LTD,730ms
89.169.32.210,8443,SE,Aeza International LTD,728ms
89.169.32.195,8443,SE,Aeza International LTD,744ms
89.169.32.18,2053,SE,Aeza International LTD,751ms
89.169.32.114,8443,SE,Aeza International LTD,770ms
89.169.32.84,8443,SE,Aeza International LTD,858ms
89.169.32.216,2053,SE,Aeza International LTD,856ms
89.169.160.84,2053,RU,Yandex.Cloud LLC,902ms
89.169.32.173,443,RU,Aeza International LTD,890ms
89.169.160.84,8443,RU,Yandex.Cloud LLC,906ms
191.96.242.70,34518,HK,Hytron Network Services Limited,291ms
135.181.151.136,2053,FI,Hetzner Online GmbH,726ms
135.181.151.136,9443,FI,Hetzner Online GmbH,728ms
191.96.153.28,2053,FR,Internet Utilities Europe and Asia Limited,688ms
191.96.153.85,2053,FR,Internet Utilities Europe and Asia Limited,723ms
191.96.153.82,2053,FR,Internet Utilities Europe and Asia Limited,727ms
191.96.153.34,8443,FR,Internet Utilities Europe and Asia Limited,735ms
89.169.32.191,443,RU,Aeza International LTD,2158ms
135.181.175.200,2053,FI,HOS-632265,756ms
135.181.175.200,8443,FI,HOS-632265,773ms
191.96.153.68,2053,FR,Internet Utilities Europe and Asia Limited,1370ms
191.96.153.4,2053,FR,Internet Utilities Europe and Asia Limited,1749ms
191.96.153.92,2053,FR,Internet Utilities Europe and Asia Limited,1871ms
89.169.32.104,8443,SE,Aeza International LTD,727ms
89.169.33.153,2053,SE,Aeza International LTD,721ms
89.169.33.140,2053,SE,Aeza International LTD,734ms
89.169.32.249,2053,SE,Aeza International LTD,722ms
89.169.33.193,2053,SE,Aeza International LTD,745ms
89.169.32.84,2053,SE,Aeza International LTD,742ms
89.169.32.176,8443,SE,Aeza International LTD,757ms
89.169.32.195,2053,SE,Aeza International LTD,766ms
89.169.33.193,8443,SE,Aeza International LTD,783ms
89.169.32.216,8443,SE,Aeza International LTD,783ms
89.169.32.220,2053,SE,Aeza International LTD,803ms
89.169.32.123,443,SE,Aeza International LTD,836ms
89.169.33.217,2053,SE,Aeza International LTD,819ms
89.169.32.249,8443,SE,Aeza International LTD,827ms
135.181.195.160,8443,FI,Hetzner Online GmbH,670ms
89.169.33.164,443,SE,Aeza International LTD,853ms
135.181.198.101,8443,FI,Hetzner Online GmbH,707ms
135.181.195.12,443,FI,Hetzner Online GmbH,779ms
135.181.197.230,8443,FI,Hetzner Online GmbH,776ms
135.181.197.230,2053,FI,Hetzner Online GmbH,795ms
135.181.199.150,4443,FI,Hetzner Online GmbH,807ms
89.169.34.171,8443,SE,Aeza International LTD,704ms
89.169.34.171,2053,SE,Aeza International LTD,712ms
89.169.34.255,2053,SE,Aeza International LTD,712ms
89.169.35.124,8443,SE,Aeza International LTD,709ms
89.169.35.124,2053,SE,Aeza International LTD,732ms
89.169.34.164,2053,SE,Aeza International LTD,750ms
89.169.34.85,2053,SE,Aeza International LTD,748ms
89.169.35.169,8443,SE,Aeza International LTD,749ms
89.169.35.112,443,SE,Aeza International LTD,758ms
89.169.34.193,8443,SE,Aeza International LTD,758ms
89.169.34.193,2053,SE,Aeza International LTD,764ms
89.169.35.26,2053,SE,Aeza International LTD,767ms
89.169.33.71,443,RU,Aeza International LTD,827ms
89.169.34.209,443,RU,Aeza International LTD,831ms
89.169.34.180,443,RU,Aeza International LTD,874ms
89.169.52.144,443,DE,Aeza International LTD,725ms
89.169.52.163,443,DE,Aeza International LTD,726ms
89.169.53.131,2053,DE,Aeza International LTD,717ms
89.169.5.27,443,NL,Medvedev Vladislav Olegovich,740ms
89.169.52.163,2053,DE,Aeza International LTD,749ms
135.181.250.100,2053,FI,Hetzner Online GmbH,670ms
89.169.35.26,8443,SE,Aeza International LTD,796ms
89.169.35.36,8443,SE,Aeza International LTD,800ms
89.169.35.58,8443,SE,Aeza International LTD,795ms
135.181.250.100,8443,FI,Hetzner Online GmbH,695ms
89.169.34.61,2053,SE,Aeza International LTD,808ms
89.169.35.91,8443,SE,Aeza International LTD,803ms
89.169.35.91,2053,SE,Aeza International LTD,809ms
89.169.35.36,2053,SE,Aeza International LTD,818ms
89.169.35.39,443,RU,Aeza International LTD,851ms
135.181.249.212,2053,FI,Hetzner Online GmbH,765ms
135.181.249.212,8443,FI,Hetzner Online GmbH,793ms
89.169.36.238,443,KZ,Beget LLC,885ms
45.89.109.82,8443,JP,WorkTitans B.V.,385ms
45.89.109.83,2053,JP,WorkTitans B.V.,389ms
45.89.109.88,8443,JP,WorkTitans B.V.,379ms
45.89.109.88,2053,JP,WorkTitans B.V.,387ms
45.89.109.82,2053,JP,WorkTitans B.V.,401ms
45.89.109.83,8443,JP,WorkTitans B.V.,401ms
45.89.109.86,8443,JP,WorkTitans B.V.,395ms
45.89.109.81,2053,JP,WorkTitans B.V.,412ms
45.89.109.81,8443,JP,WorkTitans B.V.,415ms
45.89.109.84,8443,JP,WorkTitans B.V.,430ms
45.89.109.87,8443,JP,WorkTitans B.V.,423ms
45.89.109.84,2053,JP,WorkTitans B.V.,451ms
45.89.109.87,2053,JP,WorkTitans B.V.,452ms
45.89.109.86,2053,JP,WorkTitans B.V.,467ms
45.89.109.85,2053,JP,WorkTitans B.V.,474ms
45.89.109.29,2053,JP,WorkTitans B.V.,476ms
